repeat,fold,model,n_masked,auprc,auroc
5,0,drop spo2,7,0.4210749052977315,0.7527488425925927
5,0,drop sbp,7,0.42871558463147735,0.6906105324074074
5,0,drop map,7,0.44666871253501433,0.7306857638888888
5,0,drop temp_c,7,0.4576978480845465,0.7389322916666666
5,0,drop gcs_total,7,0.5150766677127502,0.8356481481481483
5,0,drop fio2,7,0.34212480310381854,0.7716290509259259
5,0,drop glucose,7,0.44397917524968944,0.76171875
5,0,post_discharge_realistic,22,0.30947670330675325,0.7436342592592593
5,0,wrist_only_channels,50,0.3111814711364801,0.6644603587962963
5,1,none (baseline),0,0.6249132660853779,0.9308022498519835
5,1,drop hr,7,0.6117277450235198,0.8962403789224394
5,1,drop rr,7,0.659696809429294,0.9504144464179988
5,1,drop spo2,7,0.5579010051188465,0.9110420367081113
5,1,drop sbp,7,0.5794667575516279,0.8653789224393132
5,1,drop map,7,0.6351913965393698,0.9385731201894612
5,1,drop temp_c,7,0.6417806472377661,0.9488602723505032
5,1,drop gcs_total,7,0.492823088796089,0.9048993487270574
5,1,drop fio2,7,0.46209012972000746,0.9006808762581409
5,1,drop glucose,7,0.6547810937019536,0.9443457667258732
5,1,post_discharge_realistic,22,0.2933398268344444,0.8695233866193014
5,1,wrist_only_channels,50,0.40688273372122535,0.8504662522202486
5,2,none (baseline),0,0.47371227652778075,0.7872154115586689
5,2,drop hr,7,0.49849081997313655,0.871132516053707
5,2,drop rr,7,0.46339370291699944,0.7530647985989493
5,2,drop spo2,7,0.39291802971734796,0.7258464681844717
5,2,drop sbp,7,0.4675570491316202,0.7002335084646819
5,2,drop map,7,0.4140742689245576,0.7599241097489784
5,2,drop temp_c,7,0.5021214636124632,0.791958552247519
5,2,drop gcs_total,7,0.4759021130898506,0.8801809690601284
5,2,drop fio2,7,0.48079054302848945,0.7945125510799766
5,2,drop glucose,7,0.4690728827778097,0.8059690601284297
