model,repeat,fold,auroc,auprc,n_test,n_pos_test
wrist_hr_rule,12,2,0.7070065978198509,0.18496352219919746,605,24
wrist_hr_rule,12,3,0.5306961120640366,0.05244689147959279,607,24
wrist_hr_rule,12,4,0.6822177895981087,0.17225292469358514,588,24
wrist_hr_rule,13,0,0.7886590375586854,0.1260736966660519,592,24
wrist_hr_rule,13,1,0.7390837773830669,0.1990307093918315,587,24
wrist_hr_rule,13,2,0.7071141709695926,0.17514778951920262,605,24
wrist_hr_rule,13,3,0.5550671812464265,0.13970977407133556,607,24
wrist_hr_rule,13,4,0.6160978132387708,0.16077261347331998,588,24
wrist_hr_rule,14,0,0.6806652046783626,0.0826665686320009,594,24
wrist_hr_rule,14,1,0.8934349942726232,0.3037583169697004,606,24
wrist_hr_rule,14,2,0.6687206572769953,0.16061823820227691,592,24
wrist_hr_rule,14,3,0.7023391812865497,0.09413120858436835,594,24
wrist_hr_rule,14,4,0.35932923257176336,0.16801715453360888,593,24
wrist_hr_rule,15,0,0.8244727592267136,0.21412200729872574,593,24
wrist_hr_rule,15,1,0.8481425702811246,0.24942527877580153,605,24
wrist_hr_rule,15,2,0.7139209591474245,0.20087203359661687,587,24
wrist_hr_rule,15,3,0.497787610619469,0.10954067010993843,589,24
wrist_hr_rule,15,4,0.4114314400458979,0.03802239964508827,605,24
wrist_hr_rule,16,0,0.787118544600939,0.13198044545202992,592,24
wrist_hr_rule,16,1,0.6609310242747187,0.09532414357685848,587,24
wrist_hr_rule,16,2,0.7375573723465291,0.3018389355317191,605,24
wrist_hr_rule,16,3,0.5634291023441966,0.05925397666651523,607,24
wrist_hr_rule,16,4,0.6408096926713949,0.1772586699420711,588,24
wrist_hr_rule,17,0,0.7273943865740742,0.14432087029809673,600,24
wrist_hr_rule,17,1,0.7335701598579042,0.17960892254740263,587,24
wrist_hr_rule,17,2,0.6342308814944543,0.13238254218376339,595,24
wrist_hr_rule,17,3,0.674831575864089,0.15179005405944915,593,24
wrist_hr_rule,17,4,0.6085129310344828,0.09287782019882139,604,24
wrist_hr_rule,18,0,0.7855179398148148,0.15785047287252216,600,24
wrist_hr_rule,18,1,0.7098875074008288,0.17829430529901563,587,24
wrist_hr_rule,18,2,0.6075963222416813,0.12450181531128822,595,24
wrist_hr_rule,18,3,0.6850102519039251,0.162198533305198,593,24
wrist_hr_rule,18,4,0.6041666666666666,0.06980674609371466,604,24
wrist_hr_rule,19,0,0.7622290568248389,0.1993013444970594,593,24
wrist_hr_rule,19,1,0.8984150889271371,0.28087108154205587,605,24
