repeat,fold,kit,arm,auprc,auroc
8,2,icu_full,dropout_trained,0.4360569892622796,0.8705305651672435
8,2,watch_only,masked_at_inference,0.25251065414742724,0.7958117070357555
8,2,watch_only,dropout_trained,0.35707642271767887,0.8193483275663206
8,2,watch_plus_cuff,masked_at_inference,0.34100875981381856,0.8206459054209919
8,2,watch_plus_cuff,dropout_trained,0.38834785251947573,0.8598615916955017
8,2,full_home,masked_at_inference,0.3380534011565587,0.819636678200692
8,2,full_home,dropout_trained,0.3926810398608887,0.8633217993079585
8,3,icu_full,masked_at_inference,0.6442403367427801,0.8934534270650263
8,3,icu_full,dropout_trained,0.5617135251545384,0.9125659050966609
8,3,watch_only,masked_at_inference,0.39821960613627105,0.7326816051552432
8,3,watch_only,dropout_trained,0.5605609364280514,0.9015084944346807
8,3,watch_plus_cuff,masked_at_inference,0.37051134483362697,0.8681165787932045
8,3,watch_plus_cuff,dropout_trained,0.5462090284803526,0.9355594610427651
8,3,full_home,masked_at_inference,0.3151201205058191,0.8127562975981253
8,3,full_home,dropout_trained,0.5262570806275982,0.9102958406561218
8,4,icu_full,masked_at_inference,0.5245659160995202,0.8793053123175715
8,4,icu_full,dropout_trained,0.3768714503668728,0.87120548744892
8,4,watch_only,masked_at_inference,0.3353294176570602,0.8811295971978984
8,4,watch_only,dropout_trained,0.3106440317467307,0.8484384121424402
8,4,watch_plus_cuff,masked_at_inference,0.3233633456251648,0.7531377699941623
8,4,watch_plus_cuff,dropout_trained,0.3121654249544791,0.8363981319322825
8,4,full_home,masked_at_inference,0.32124487531681417,0.7331436077057794
8,4,full_home,dropout_trained,0.3150499553807629,0.8500437828371279
9,0,icu_full,masked_at_inference,0.5653065207039671,0.8543497363796134
9,0,icu_full,dropout_trained,0.44211211799420164,0.8497363796133568
9,0,watch_only,masked_at_inference,0.17546347810229135,0.5745459871118922
9,0,watch_only,dropout_trained,0.3174888053410911,0.8273286467486819
9,0,watch_plus_cuff,masked_at_inference,0.368732641621372,0.766476274165202
9,0,watch_plus_cuff,dropout_trained,0.383761858363072,0.8569127123608671
9,0,full_home,masked_at_inference,0.38047417365755687,0.7549062683069713
9,0,full_home,dropout_trained,0.3778245488251671,0.8461482132396017
9,1,icu_full,masked_at_inference,0.42190620390869243,0.9211130235226621
9,1,icu_full,dropout_trained,0.36261849927011186,0.751290877796902
9,1,watch_only,masked_at_inference,0.18996873876756332,0.7768215720022948
9,1,watch_only,dropout_trained,0.340334784196374,0.7024526678141135
9,1,watch_plus_cuff,masked_at_inference,0.305715669701252,0.8722748135398737
9,1,watch_plus_cuff,dropout_trained,0.3364698045616818,0.7416810097532989
9,1,full_home,masked_at_inference,0.28224919520745223,0.8599397590361445
9,1,full_home,dropout_trained,0.3445598876172093,0.7489242685025818
9,2,icu_full,masked_at_inference,0.5904571747741438,0.934206631142688
9,2,icu_full,dropout_trained,0.46748629090242205,0.8658229721728833
9,2,watch_only,masked_at_inference,0.2679845059652328,0.7844878626406158
9,2,watch_only,dropout_trained,0.4114000439918255,0.8336293664890466
9,2,watch_plus_cuff,masked_at_inference,0.29671518801947605,0.8571640023682652
9,2,watch_plus_cuff,dropout_trained,0.40179131253130224,0.8452486678507992
9,2,full_home,masked_at_inference,0.27892429683445746,0.8282267613972765
9,2,full_home,dropout_trained,0.4057068179454675,0.8498371817643575
9,3,icu_full,masked_at_inference,0.5554018587969578,0.8997787610619469
9,3,icu_full,dropout_trained,0.46553177929983325,0.720132743362832
9,3,watch_only,masked_at_inference,0.20782396815867468,0.5845132743362831
9,3,watch_only,dropout_trained,0.4149048705156898,0.6519174041297935
9,3,watch_plus_cuff,masked_at_inference,0.2775973933022676,0.7148230088495575
9,3,watch_plus_cuff,dropout_trained,0.437518155254068,0.6855457227138643
9,3,full_home,masked_at_inference,0.27903747519506367,0.7326696165191741
9,3,full_home,dropout_trained,0.4372107231398792,0.6929941002949852
9,4,icu_full,masked_at_inference,0.4319798890723893,0.7449082042455537
